inverter_name,event_name,event_code,event_type,time_start_utc,time_end_utc,duration_min,description
SKB-TS2-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:57.2530000Z,2026-03-19T12:09:26.0040000Z,0.0,DispatchRun
SKB-TS1-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:58.2120000Z,2026-03-19T12:09:56.7610000Z,0.0,DispatchRun
SKB-TS2-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.2580000Z,2026-03-19T12:09:57.9590000Z,0.0,DispatchRun
SKB-TS1-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.3160000Z,2026-03-19T12:09:57.8820000Z,0.0,DispatchRun
SKB-TS2-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.3910000Z,2026-03-19T12:09:58.0800000Z,0.0,DispatchRun
SKB-TS1-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.3960000Z,2026-03-19T12:09:57.9370000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.4590000Z,2026-03-19T12:09:58.1780000Z,0.0,DispatchRun
SKB-TS1-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.6040000Z,2026-03-19T12:09:58.1660000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.6970000Z,2026-03-19T11:57:26.9460000Z,0.0,DispatchRun
SKB-TS1-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.7960000Z,2026-03-19T12:09:58.3870000Z,0.0,DispatchRun
SKB-TS2-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:59.7970000Z,2026-03-19T12:09:58.4870000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-AlarmRun,1001,Alarm,2026-03-19T11:57:26.9460000Z,2026-03-19T13:24:57.0610000Z,0.0,AlarmRun
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T12:03:55.4090000Z,2026-03-19T12:04:57.1960000Z,0.0,DispatchRun
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T12:05:58.0320000Z,2026-03-19T12:06:58.5760000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-AlarmRun,1001,Alarm,2026-03-19T13:38:28.5690000Z,2026-03-19T13:40:56.7920000Z,0.0,AlarmRun
SKB-TS1-INV02,AlarmWorkState1-AlarmRun,1001,Alarm,2026-03-19T13:59:58.4270000Z,2026-03-19T14:04:59.2140000Z,0.0,AlarmRun
SKB-TS1-INV02,AlarmWorkState1-AlarmRun,1001,Alarm,2026-03-19T14:17:55.5120000Z,2026-03-19T14:58:26.3140000Z,0.0,AlarmRun
SKB-TS2-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T05:10:55.3590000Z,2026-03-20T05:11:25.5900000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-AlarmRun,1001,Alarm,2026-03-20T08:40:28.7890000Z,2026-03-20T11:00:56.9650000Z,0.0,AlarmRun
SKB-TS2-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:57.5640000Z,2026-03-20T10:43:25.2060000Z,0.0,DispatchRun
SKB-TS1-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.3980000Z,2026-03-20T10:43:25.3620000Z,0.0,DispatchRun
SKB-TS2-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.4420000Z,2026-03-20T10:43:25.4090000Z,0.0,DispatchRun
SKB-TS1-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.5460000Z,2026-03-20T10:43:25.4860000Z,0.0,DispatchRun
SKB-TS2-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.5760000Z,2026-03-20T10:43:25.5130000Z,0.0,DispatchRun
SKB-TS1-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.6320000Z,2026-03-20T10:43:25.5890000Z,0.0,DispatchRun
SKB-TS2-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.6400000Z,2026-03-20T10:43:25.6270000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.6910000Z,2026-03-20T10:43:25.7530000Z,0.0,DispatchRun
SKB-TS1-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.6930000Z,2026-03-20T10:43:25.7450000Z,0.0,DispatchRun
SKB-TS1-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-20T10:42:59.8080000Z,2026-03-20T10:43:25.8390000Z,0.0,DispatchRun
