date,inverter_name,energy_kwh,max_power_kw,rated_kw,capacity_factor_pct
2026-01-25,FJL-TS6-INV07,29.14,9.56,252.5,0.48
2026-01-25,FJL-TS6-INV08,29.62,9.32,252.5,0.49
2026-01-25,FJL-TS6-INV09,32.36,10.4,252.5,0.53
2026-01-25,FJL-TS6-INV10,27.8,9.04,252.5,0.46
2026-01-26,FJL-TS1-INV01,48.19,23.42,252.5,0.8
2026-01-26,FJL-TS1-INV02,55.57,30.28,252.5,0.92
2026-01-26,FJL-TS1-INV03,45.46,20.94,252.5,0.75
2026-01-26,FJL-TS1-INV04,41.65,19.19,252.5,0.69
2026-01-26,FJL-TS1-INV05,43.73,21.97,252.5,0.72
2026-01-26,FJL-TS1-INV06,44.64,21.35,252.5,0.74
2026-01-26,FJL-TS1-INV07,43.72,20.47,252.5,0.72
2026-01-26,FJL-TS1-INV08,44.16,20.87,252.5,0.73
2026-01-26,FJL-TS1-INV09,48.61,23.36,252.5,0.8
2026-01-26,FJL-TS1-INV10,42.57,19.03,252.5,0.7
2026-01-26,FJL-TS2-INV01,44.53,24.0,252.5,0.73
2026-01-26,FJL-TS2-INV02,41.23,18.57,252.5,0.68
2026-01-26,FJL-TS2-INV03,44.91,22.15,252.5,0.74
2026-01-26,FJL-TS2-INV04,43.42,20.93,252.5,0.72
2026-01-26,FJL-TS2-INV05,50.88,24.07,252.5,0.84
2026-01-26,FJL-TS2-INV06,50.19,28.75,252.5,0.83
2026-01-26,FJL-TS2-INV07,47.3,24.27,252.5,0.78
2026-01-26,FJL-TS2-INV08,45.07,21.77,252.5,0.74
2026-01-26,FJL-TS2-INV09,43.69,19.92,252.5,0.72
2026-01-26,FJL-TS2-INV10,47.4,22.51,252.5,0.78
2026-01-26,FJL-TS3-INV01,47.13,20.95,252.5,0.78
2026-01-26,FJL-TS3-INV02,55.95,29.57,252.5,0.92
2026-01-26,FJL-TS3-INV03,57.21,31.58,252.5,0.94
2026-01-26,FJL-TS3-INV04,50.07,24.01,252.5,0.83
2026-01-26,FJL-TS3-INV05,41.34,16.18,252.5,0.68
2026-01-26,FJL-TS3-INV06,41.53,15.76,252.5,0.69
2026-01-26,FJL-TS3-INV07,46.92,21.3,252.5,0.77
2026-01-26,FJL-TS3-INV08,47.92,21.94,252.5,0.79
2026-01-26,FJL-TS4-INV01,45.25,22.26,252.5,0.75
2026-01-26,FJL-TS4-INV02,34.02,17.64,252.5,0.56
2026-01-26,FJL-TS4-INV03,28.67,15.83,252.5,0.47
2026-01-26,FJL-TS4-INV04,40.34,20.24,252.5,0.67
2026-01-26,FJL-TS4-INV05,49.16,25.65,252.5,0.81
2026-01-26,FJL-TS4-INV06,37.47,15.07,252.5,0.62
2026-01-26,FJL-TS4-INV07,43.77,23.49,252.5,0.72
2026-01-26,FJL-TS4-INV08,58.11,36.27,252.5,0.96
2026-01-26,FJL-TS5-INV01,43.62,24.27,252.5,0.72
2026-01-26,FJL-TS5-INV02,39.38,19.2,252.5,0.65
2026-01-26,FJL-TS5-INV03,40.56,19.86,252.5,0.67
2026-01-26,FJL-TS5-INV04,32.37,11.82,252.5,0.53
2026-01-26,FJL-TS5-INV05,31.42,11.89,252.5,0.52
2026-01-26,FJL-TS5-INV06,35.51,12.93,252.5,0.59
2026-01-26,FJL-TS5-INV07,33.99,11.83,252.5,0.56
2026-01-26,FJL-TS5-INV08,42.9,21.59,252.5,0.71
2026-01-26,FJL-TS5-INV09,41.23,19.56,252.5,0.68
2026-01-26,FJL-TS5-INV10,38.74,17.63,252.5,0.64
2026-01-26,FJL-TS6-INV01,30.88,11.37,252.5,0.51
2026-01-26,FJL-TS6-INV02,34.03,13.64,252.5,0.56
2026-01-26,FJL-TS6-INV03,41.51,20.63,252.5,0.68
