month,day,hour,power_mw
2,19,11,0.284489
2,19,12,0.305568
2,19,13,0.230301
2,19,14,0.287725
2,19,15,0.210684
2,19,16,0.057132
2,19,17,0.0
2,19,18,0.0
2,19,19,0.0
2,19,20,0.0
2,19,21,0.0
2,19,22,0.0
2,19,23,0.0
2,20,0,0.0
2,20,1,0.0
2,20,2,0.0
2,20,3,0.0
2,20,4,0.0
2,20,5,0.0
2,20,6,0.0
2,20,7,0.0
2,20,8,0.028929
2,20,9,0.047196
2,20,10,0.041197
2,20,11,0.046137
2,20,12,0.033752
2,20,13,0.039217
2,20,14,0.035871
2,20,15,0.032031
2,20,16,0.007239
2,20,17,0.0
2,20,18,0.0
2,20,19,0.0
2,20,20,0.0
2,20,21,0.0
2,20,22,0.0
2,20,23,0.0
2,21,0,0.0
2,21,1,0.0
2,21,2,0.0
2,21,3,0.0
2,21,4,0.0
2,21,5,0.0
2,21,6,0.0
2,21,7,0.0
2,21,8,0.027356
2,21,9,0.167227
2,21,10,0.35138
2,21,11,0.429651
2,21,12,0.455428
2,21,13,0.371832
2,21,14,0.204466
2,21,15,0.047102
2,21,16,0.008923
2,21,17,0.0
2,21,18,0.0
2,21,19,0.0
2,21,20,0.0
2,21,21,0.0
2,21,22,0.0
2,21,23,0.0
2,22,0,0.0
2,22,1,0.0
2,22,2,0.0
2,22,3,0.0
2,22,4,0.0
2,22,5,0.0
2,22,6,0.0
2,22,7,0.0
2,22,8,0.002972
2,22,9,0.027641
2,22,10,0.027264
2,22,11,0.037945
2,22,12,0.093655
2,22,13,0.09917
2,22,14,0.153271
2,22,15,0.108166
2,22,16,0.022665
2,22,17,0.0
2,22,18,0.0
2,22,19,0.0
2,22,20,0.0
2,22,21,0.0
2,22,22,0.0
2,22,23,0.0
2,23,0,0.0
2,23,1,0.0
2,23,2,0.0
2,23,3,0.0
2,23,4,0.0
2,23,5,0.0
2,23,6,0.0
2,23,7,0.0
2,23,8,0.016916
2,23,9,0.05323
2,23,10,0.08493
2,23,11,0.201786
2,23,12,0.226496
2,23,13,0.196856
2,23,14,0.145185
2,23,15,0.180487
2,23,16,0.066485
2,23,17,0.0
2,23,18,0.0
2,23,19,0.0
2,23,20,0.0
2,23,21,0.0
2,23,22,0.0
2,23,23,0.0
2,24,0,0.0
2,24,1,0.0
2,24,2,0.0
2,24,3,0.0
2,24,4,0.0
2,24,5,0.0
2,24,6,0.0
2,24,7,0.004868
2,24,8,0.123376
2,24,9,0.288897
2,24,10,0.417864
2,24,11,0.427632
2,24,12,0.345927
2,24,13,0.158955
2,24,14,0.089214
2,24,15,0.0556
2,24,16,0.021283
2,24,17,0.0
2,24,18,0.0
2,24,19,0.0
2,24,20,0.0
2,24,21,0.0
2,24,22,0.0
2,24,23,0.0
2,25,0,0.0
2,25,1,0.0
2,25,2,0.0
2,25,3,0.0
2,25,4,0.0
2,25,5,0.0
2,25,6,0.0
2,25,7,0.0
2,25,8,0.009875
2,25,9,0.037595
2,25,10,0.051054
2,25,11,0.046241
2,25,12,0.072138
2,25,13,0.069636
2,25,14,0.09276
2,25,15,0.073684
2,25,16,0.014441
2,25,17,0.0
2,25,18,0.0
2,25,19,0.0
2,25,20,0.0
2,25,21,0.0
2,25,22,0.0
2,25,23,0.0
2,26,0,0.0
2,26,1,0.0
2,26,2,0.0
2,26,3,0.0
2,26,4,0.0
2,26,5,0.0
2,26,6,0.0
2,26,7,0.0
